year,county_code,D,D1,D2,reform_year,D1_year,D2_year,gdp_growth_pc,ln_gdppc,gdppc,ln_fiscal_exp_pc,ln_fiscal_rev_pc,fiscal_autonomy,transfer_dependence,fiscal_exp_pc,fiscal_rev_pc,primary_ratio,secondary_ratio,tertiary_ratio,ln_pop,gov_scale,high_development,high_agriculture,is_county_city,region,region_east,region_central,region_west,relative_time,event_m6plus,event_m5,event_m4,event_m3,event_m2,event_m1,event_0,event_p1,event_p2,event_p3,event_p4,event_p5,event_p6,event_p7,event_p8,event_p9,event_p10plus
2011,130123,0,0,0,,,,,,,7.895275256985257,7.169876598961249,0.48413152756103106,0.5158684724389689,2684.5684210526315,1299.6842105263158,13.617610282592596,47.73160139506779,38.650788322339615,3.8607297110405954,6.4370697518752085,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,130123,0,0,0,,,,,,,8.1027271149457,7.427289758306288,0.5089337863553292,0.49106621364467085,3303.4647302904564,1681.2448132780082,13.007683713843624,46.674779886020055,40.31753640013632,3.8753590210565547,7.2548310257284125,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,130123,0,0,0,,,,,,,8.326431864425345,7.663469931418055,0.5153227204080116,0.48467727959198836,4131.648936170212,2129.1325695581013,13.234869214219009,43.32540197128887,43.43972881449212,3.88936831486334,8.68329357619869,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,130123,0,0,0,,,,,,,8.432307120345563,7.810960771307637,0.5372206639539631,0.46277933604603694,4593.084677419355,2467.5,12.35494448303225,41.55776000759883,46.08729550936892,3.903990833730882,9.016367165933499,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,130123,0,0,0,,,,,,,8.638258178106224,7.94314968755736,0.4990203060613469,0.500979693938653,5643.491301739652,2816.21675664867,12.059777525719857,41.220189477606944,46.7200329966732,3.9122229854308124,10.211276395981788,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,130123,0,0,0,,,,,,,8.835747528325438,8.059083762278412,0.45993791497801156,0.5400620850219884,6875.691699604743,3162.391304347826,11.068208078266792,40.04982552184581,48.881966399887396,3.92395157629342,11.8861747842682,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,130123,0,0,0,,,,,,,8.857221870451852,8.408330769509176,0.6383356090549767,0.36166439094502334,7024.9394184168,4484.268982229401,11.374367534261472,33.606390424732155,55.019242041006365,3.9023766283763406,11.711705039088393,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,130123,0,0,0,,,,,,,9.761193781832619,8.640933762003007,0.32619496643541906,0.6738050335645809,17347.32824427481,5658.611154385419,12.726929093794167,19.86178181054698,67.41128909565886,3.938703884009477,32.19188651133141,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,130123,0,0,0,,,,,,,9.448392548792599,8.8873374717616,0.5706067121052711,0.42939328789472886,12687.753917585607,7239.717546914297,14.054666527335582,24.09613416870165,61.84919930396276,3.945264339207948,23.390146415333362,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,130123,0,0,0,,,,,10.88999440741993,53637.0,9.634495841938406,9.042150093587487,0.5530284963314018,0.44697150366859817,15282.991799305944,8451.92997421531,14.344260338646464,24.32225356953614,61.3334860918174,3.943153387624708,26.879764751934545,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,130123,0,0,0,,,,2.722001603370807,10.916850547197763,55097.0,9.5194280643196,9.136822911346043,0.6820821642375982,0.31791783576240185,13621.818181818182,9291.199226305609,12.12560628525882,25.109521966694775,62.7648717480464,3.9454577815143836,23.21463536519519,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,130123,0,0,0,,,,11.35815017151569,11.024431946410647,61355.0,9.675533168856514,9.264497062928138,0.662962994274203,0.337037005725797,15923.211538461539,10556.5,11.6158533972431,25.859015305303707,62.52513129745319,3.9512437185814275,24.470251607028814,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,130123,0,0,0,,,,,,,9.658630390505628,9.293958337596177,0.6944243479841646,0.30557565201583536,15656.326923076924,10872.134615384615,10.218010995366045,24.286670160335017,65.49531884429895,3.9512437185814275,22.538008869266765,0,0,0,东部,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,130125,0,0,0,2009.0,,2009.0,,,,5.5692630468158075,5.112347280319067,0.6332336773073585,0.36676632269264153,262.2407688416793,166.05968639352554,25.520324740439733,43.01146838203418,31.46820687752609,3.6773128177424708,4.5404984082638915,0,0,0,东部,1,0,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,130125,0,0,0,2009.0,,2009.0,,,,5.746531495826561,5.106992911094796,0.5275357809583074,0.47246421904169256,313.10277642474426,165.1729176814418,24.194676744934064,44.00691540688324,31.68623351559987,3.7150344115907874,5.168864586683821,0,0,0,东部,1,0,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,130125,0,0,0,2009.0,,2009.0,,,,5.9327365611378955,5.000274197939349,0.3935833709896069,0.6064166290103932,377.1852934015096,148.4538592646701,22.88277564696028,45.362900263045745,31.754324089993975,3.7152779279684673,5.691119634381107,0,0,0,东部,1,0,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,130125,0,0,0,2009.0,,2009.0,,,,6.108573628379045,5.040188601847401,0.34356291462164934,0.6564370853783507,449.6968227019161,154.4991511035654,24.05597840976725,46.40294000018895,29.541081590043806,3.7191661467188086,5.838747161873211,0,0,0,东部,1,0,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,130125,0,0,0,2009.0,,2009.0,,,,6.183243276063756,5.090602952049317,0.33532994412845424,0.6646700558715457,484.5609756097561,162.4878048780488,24.001949883726194,48.39680666583202,27.601243450441785,3.713572066704308,5.2921229492257735,0,0,0,东部,1,0,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,130125,0,0,0,2009.0,,2009.0,,9.212238569259263,10019.0,6.384941901537545,5.224910462629586,0.3134763253743424,0.6865236746256576,592.8502879078695,185.84452975047984,23.612500721528487,52.78461893675562,23.843389837030767,3.7300213974451113,5.942989629230562,0,0,0,东部,1,0,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,130125,0,0,0,2009.0,,2009.0,14.332767741291546,9.346181594887597,11455.0,6.620803098824315,5.354562665212486,0.2818894140786093,0.7181105859213908,750.547619047619,211.57142857142858,21.56558376760173,54.24355710272025,24.190859129678017,3.7376696182833684,6.594673299763393,0,0,0,东部,1,0,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,130125,0,0,0,2009.0,,2009.0,21.038847664775208,9.537122958049878,13865.0,6.891481661759347,5.463317941658137,0.23974876412007737,0.7602512358799226,983.8580827067669,235.87875939849624,21.751569537327693,55.993073563532135,22.255356899140168,3.750914845033389,7.143612665483827,0,0,0,东部,1,0,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,130125,0,0,0,2009.0,,2009.0,23.77930039668229,9.750452916367067,17162.0,7.230357437345236,5.655038498796516,0.20694154052019736,0.7930584594798027,1380.715935334873,285.72748267898385,20.85415812635231,61.31217235734394,17.833669516303743,3.768152635008444,8.115221622854287,0,0,0,东部,1,0,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,130125,1,0,1,2009.0,,2009.0,12.510196946742806,9.868326587442539,19309.0,7.394572907689903,5.895989205601433,0.22344640282230405,0.776553597177696,1627.129840546697,363.5763097949886,17.705019446695356,62.636118046792035,19.658862506512616,3.7819143200811256,8.400948871715318,0,0,0,东部,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,130125,1,0,1,2009.0,,2009.0,3.081464601999068,9.898675995538905,19904.0,7.483772447301888,5.713549560688212,0.17029502811295724,0.8297049718870427,1778.9390874353787,302.9444819060463,20.794349233124827,57.1261476415164,22.07950312535877,3.7952644448179504,8.99641825586907,0,0,0,东部,1,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,130125,1,0,1,2009.0,,2009.0,,,,7.726683058889472,6.011648365358215,0.17995747724444705,0.820042522755553,2268.0666666666666,408.15555555555557,18.7703033395371,60.89628148244157,20.333415178021326,3.8066624897703196,9.315964004158563,0,0,0,东部,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,130125,1,0,1,2009.0,,2009.0,,,,7.875847509419556,6.072973790228564,0.16482454752167647,0.8351754524783235,2632.9166666666665,433.969298245614,20.43347100359719,56.54155802135475,23.024970975048056,3.8199077165203406,11.42545821358558,0,0,0,东部,1,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,130125,1,0,1,2009.0,,2009.0,,,,7.984798341604196,6.297476934241643,0.1850144391735893,0.8149855608264107,2935.985178727114,543.1996512641674,22.587386874259874,52.31154121372812,25.101071912012014,3.82602929226117,12.139714457203727,0,0,0,东部,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,130125,1,0,1,2009.0,,2009.0,,,,8.234547073731054,6.5675024845701895,0.18880423598506307,0.811195764014937,3768.932461873638,711.5904139433551,21.09073549098354,51.39906029346143,27.510204215555028,3.8264651170664994,14.190257763078456,0,0,0,东部,1,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,130125,1,0,1,2009.0,,2009.0,,,,8.420596096935805,6.678670198646776,0.17518269147886717,0.8248173085211328,4539.608695652174,795.2608695652174,20.778441042277667,50.966209385726536,28.2553495719958,3.828641396489095,16.053290078067043,0,0,0,东部,1,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,130125,1,0,1,2009.0,,2009.0,,,,8.480614341837718,6.7715916066813,0.1810426327934225,0.8189573672065775,4820.410367170626,872.6997840172786,21.06023569938041,48.07752595708449,30.862238343535104,3.835141961092188,16.69880204978104,0,0,0,东部,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,130125,1,0,1,2009.0,,2009.0,,,,8.693174219409064,7.0092397837919815,0.1856421402544269,0.8143578597455731,5962.077179609339,1106.8127679847548,24.536046816226982,34.798332642415886,40.665620541357136,3.7371933143924867,21.21820190218474,0,0,0,东部,1,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,130125,1,0,1,2009.0,,2009.0,,,,8.806848367992234,7.064205066137258,0.17505705986098144,0.8249429401390186,6679.8336798336795,1169.3520443520445,30.380227049594417,17.72397556023677,51.89579739016881,3.8324601825914604,29.40092078047107,0,0,0,东部,1,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,130125,1,0,1,2009.0,,2009.0,,,,8.929333858231814,7.186178728719589,0.17496748374187093,0.8250325162581291,7550.234174346578,1321.0454751473033,29.975486599628848,17.056320400500628,52.968192999870524,3.835854450192099,30.195071425488756,0,0,0,东部,1,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,130125,1,0,1,2009.0,,2009.0,,10.38736326793552,32447.0,9.005175407644021,7.295337647014145,0.18089513854986167,0.8191048614501384,8145.129397448991,1473.4143108580865,32.155342652046635,15.491594021148295,52.35306332680507,3.8290978140538803,30.525124287965344,0,0,0,东部,1,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,130125,1,0,1,2009.0,,2009.0,8.876013190741826,10.47240282307672,35327.0,8.960354008794717,7.462471867368916,0.22360321903034877,0.7763967809696513,7788.1140350877195,1741.4473684210527,33.604078249562335,17.133770907489108,49.26215084294856,3.8199077165203406,26.833062714344972,0,0,0,东部,1,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,130125,1,0,1,2009.0,,2009.0,12.919296855096668,10.593906013524816,39891.0,8.981617395689138,7.56728822290932,0.2430886292343232,0.7569113707656768,7955.488888888889,1933.888888888889,32.897626232688474,18.5667807296438,48.53559303766773,3.8066624897703196,24.114687180039876,0,0,0,东部,1,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,130125,1,0,1,2009.0,,2009.0,,,,8.968045148115436,7.654474821547602,0.2688584283534039,0.7311415716465961,7848.2444444444445,2110.0666666666666,32.99361249855335,15.454824234189642,51.55156326725701,3.8066624897703196,23.092233323939627,0,0,0,东部,1,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,130126,0,0,0,2010.0,,2010.0,,,,5.829898452365479,5.117900572234736,0.4906629318394024,0.5093370681605975,340.324118207817,166.98442961550683,25.56206173642738,47.05192154769253,30.344382719138736,3.4490347110763153,5.955657874981232,0,0,0,东部,1,0,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,130126,0,0,0,2010.0,,2010.0,,,,5.969892061853854,5.220945457962237,0.4728644040006558,0.5271355959993442,391.4634146341463,185.10911424903722,21.919954721015422,46.46546167270212,31.61458360628246,3.4391352210025476,6.392512197550533,0,0,0,东部,1,0,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,130126,0,0,0,2010.0,,2010.0,,,,6.128620277941816,4.96374226710574,0.3119607155384076,0.6880392844615923,458.802703572578,143.12841969745736,20.590966569193075,47.106417450407015,32.30261598039991,3.436242723404956,7.041314312811191,0,0,0,东部,1,0,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,130126,0,0,0,2010.0,,2010.0,,,,6.352306867692355,5.0322215435016515,0.26711250983477575,0.7328874901652243,573.8148984198646,153.27313769751694,18.83710298887607,50.341990116899225,30.8209068942247,3.4343097331123578,7.747131941572154,0,0,0,东部,1,0,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,130126,0,0,0,2010.0,,2010.0,,,,6.51232034523391,5.155898672324532,0.25758083832335327,0.7424191616766467,673.3870967741935,173.4516129032258,17.2303203750515,53.23066187087746,29.53901775407104,3.4339872044851463,7.74861452916263,0,0,0,东部,1,0,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,130126,0,0,0,2010.0,,2010.0,,9.171495588152615,9619.0,6.679071102420692,5.329069612450898,0.2592398743860214,0.7407601256139786,795.5797565663037,206.24599615631007,16.507831854870933,56.18523402328245,27.306934121846616,3.441058915087286,8.270731772290151,0,0,0,东部,1,0,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,130126,0,0,0,2010.0,,2010.0,14.907994594032644,9.310457163310955,11053.0,6.820801804195702,5.428199593134188,0.24842800069480633,0.7515719993051937,916.71974522293,227.7388535031847,15.066215624351676,58.29827574283672,26.6355086328116,3.4468078929142076,8.294241718724788,0,0,0,东部,1,0,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,130126,0,0,0,2010.0,,2010.0,25.35963086944721,9.536473630802217,13856.0,7.134403220646439,5.6604977317689675,0.22902926498984377,0.7709707350101562,1254.388172381252,287.2916011324316,18.10963366356989,58.07929789134403,23.811068445086082,3.459151774922711,9.109183652490938,0,0,0,东部,1,0,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,130126,0,0,0,2010.0,,2010.0,23.123556581986143,9.74449182104567,17060.0,7.308749440745535,5.783634524559856,0.21759605012032196,0.782403949879678,1493.3085501858736,324.9380421313507,17.30696395343093,60.858523483056224,21.834512563512842,3.474447843401748,8.819800088922555,0,0,0,东部,1,0,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,130126,0,0,0,2010.0,,2010.0,7.116060961313013,9.813234563558566,18274.0,7.496324110525618,5.840282003420717,0.19089302104225447,0.8091069789577455,1801.4084507042257,343.8763012859768,15.650980967164019,58.63404472623761,25.714974306598375,3.4861510875423187,9.915681149014988,0,0,0,东部,1,0,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,130126,1,0,1,2010.0,,2010.0,10.386341249863193,9.912050783196616,20172.0,7.787689063245404,5.891654184450915,0.1501628542548014,0.8498371457451986,2410.740072202166,362.00361010830323,16.805909744006378,56.43971022996547,26.75438002602815,3.5037539699872475,12.056148586129854,0,0,0,东部,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,130126,1,0,1,2010.0,,2010.0,,,,7.96781290129526,6.156536185818697,0.16344533035501918,0.8365546696449808,2886.5373134328356,471.7910447761194,17.7210025577696,57.12027011805302,25.158727324177377,3.5115454388310208,13.283231086653718,0,0,0,东部,1,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,130126,1,0,1,2010.0,,2010.0,,,,8.100452361237545,6.381321757550156,0.1792218950533862,0.8207781049466139,3295.958702064897,590.70796460177,17.87832697688827,57.50521804045441,24.616454982657316,3.5234150143864045,14.185579418321797,0,0,0,东部,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,130126,1,0,1,2010.0,,2010.0,,,,8.122895056004557,6.472333655209134,0.19194212190789758,0.8080578780921024,3370.7651869158876,646.9918224299065,17.732366201965704,56.103090984549794,26.164542813484502,3.5333945512735414,13.607948650229208,0,0,0,东部,1,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,130126,1,0,1,2010.0,,2010.0,,,,8.228639833918185,6.587804763500684,0.19381812291244013,0.8061818770875598,3746.734104046243,726.1849710982659,18.749314738685136,49.438283529200326,31.812401732114537,3.543853682063679,14.653232342299471,0,0,0,东部,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,130126,1,0,1,2010.0,,2010.0,,,,8.495768787322955,6.789010798626927,0.18145311309667933,0.8185468869033207,4894.017341040462,888.0346820809249,19.257444802767825,48.29043283724552,32.45212235998666,3.543853682063679,18.160417576029918,0,0,0,东部,1,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,130126,1,0,1,2010.0,,2010.0,,,,8.578163120938585,6.91893716323441,0.1902862126889779,0.8097137873110221,5314.334763948498,1011.244635193133,18.495236486336296,43.327413209803545,38.17735030386016,3.5539184686798193,20.642929860984534,0,0,0,东部,1,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,130126,1,0,1,2010.0,,2010.0,,,,8.691109759182146,7.082494485014796,0.20016459534528283,0.7998354046547171,5949.78140483824,1190.9355872923345,24.33287376914948,36.58294200393312,39.084184226917394,3.5354368568703585,20.40914875982656,0,0,0,东部,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,130126,1,0,1,2010.0,,2010.0,,,,8.897207789452201,7.267837653040663,0.1960530219051039,0.8039469780948961,7311.529680365296,1433.447488584475,27.329739456355927,25.619005689298426,47.05125485434565,3.5564902660681907,27.310764468161995,0,0,0,东部,1,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,130126,1,0,1,2010.0,,2010.0,,,,8.951720858209336,7.4229803918590225,0.21680857310628304,0.783191426893717,7721.1674695381125,1674.0153017852083,26.287661532322115,17.664975215083,56.047363252594884,3.5635996376871786,26.651121483260887,0,0,0,东部,1,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,130126,1,0,1,2010.0,,2010.0,,10.466668406636046,35125.0,9.033006356693267,7.596705076382111,0.23780571069628983,0.7621942893037101,8375.0,1991.6228270814272,28.360541393188317,15.731822110524208,55.90763649628747,3.554662111994128,26.848218713022565,0,0,0,东部,1,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,130126,1,0,1,2010.0,,2010.0,11.518861209964411,10.575691956076149,39171.0,9.045909107337721,7.697830082198945,0.25973873329303515,0.7402612667069648,8483.760683760684,2203.5612535612536,27.53621277244574,20.58739898542423,51.876388242130034,3.55820113047182,24.542678529483275,0,0,0,东部,1,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,130126,1,0,1,2010.0,,2010.0,11.80720430931046,10.687297767993316,43796.0,9.080787991348839,7.807858555230872,0.2800101472984444,0.7199898527015556,8784.885714285714,2459.8571428571427,28.293987253475038,20.56531140053492,51.140701345990045,3.5553480614894135,22.635940724315354,0,0,0,东部,1,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,130126,1,0,1,2010.0,,2010.0,,,,9.122245811152103,7.913604617091664,0.2986027470778755,0.7013972529221245,9156.742857142857,2734.2285714285713,28.05562703065193,18.27063448998556,53.67373847936251,3.5553480614894135,21.363824831648373,0,0,0,东部,1,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,130127,0,0,0,2010.0,,2010.0,,,,6.042933882337462,5.733569155576124,0.7339130434782609,0.2660869565217391,421.1267605633803,309.07042253521126,29.293037993602965,38.94957103996652,31.769348040534478,2.8763855159214247,4.468956446357576,0,0,0,东部,1,0,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,130127,0,0,0,2010.0,,2010.0,,,,6.110891384108142,5.6605293445807385,0.6373973468098547,0.3626026531901453,450.7403189066059,287.3006833712984,27.925919286530576,40.274385461716,31.799695251753423,2.8656235882069705,4.433974947901494,0,0,0,东部,1,0,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,130127,0,0,0,2010.0,,2010.0,,,,6.2672547623062504,5.581561032400886,0.5037406483790524,0.4962593516209476,527.0285714285715,265.48571428571427,26.588117629649282,41.457154374882,31.95472799546872,2.8622008809294686,4.706308586474529,0,0,0,东部,1,0,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,130127,0,0,0,2010.0,,2010.0,,,,6.416132818265528,5.6878006191357535,0.4827133889253256,0.5172866110746743,611.6332378223495,295.243553008596,21.609950293515663,47.166730392928635,31.223319313555702,2.859339648648436,4.801061604552304,0,0,0,东部,1,0,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,130127,0,0,0,2010.0,,2010.0,,,,6.541671127597824,5.844831832722535,0.49815734657907385,0.5018426534209262,693.4444444444445,345.44444444444446,21.85354691075515,48.43876873108437,29.70768435816048,2.8903717578961645,4.606924042223371,0,0,0,东部,1,0,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,130127,0,0,0,2010.0,,2010.0,,9.582800078470363,14513.0,6.746174938987431,5.919371909699906,0.43744555384306105,0.562554446156939,850.7981755986317,372.17787913340936,24.233365022745666,48.01928078128805,27.747354195966278,2.864483986944037,5.8624103333673805,0,0,0,东部,1,0,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,130127,0,0,0,2010.0,,2010.0,12.61627506373596,9.701616136497458,16344.0,6.824927771950445,5.702270472856144,0.3254139225703207,0.6745860774296792,920.5099150141643,299.5467422096317,21.907841832348947,50.41767185203672,27.674486315614345,2.8707357833793057,5.631464381776336,0,0,0,东部,1,0,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,130127,0,0,0,2010.0,,2010.0,6.638521781693588,9.765890764521682,17429.0,7.11717174768991,5.831555851865526,0.27648024815254085,0.7235197518474592,1232.9583802024747,340.888638920135,18.491983805668017,52.71319838056681,28.794817813765185,2.8780742300857587,7.100242914979757,0,0,0,东部,1,0,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,130127,0,0,0,2010.0,,2010.0,15.210281714384072,9.907479573805665,20080.0,7.409468716129151,5.9443253975820785,0.2310448760884126,0.7689551239115874,1651.548672566372,381.5818584070797,17.456631342101975,54.37214405755636,28.17122460034167,2.89480635496403,8.294559646661758,0,0,0,东部,1,0,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,130127,0,0,0,2010.0,,2010.0,,,,7.643725709312851,6.195081370053169,0.23488850147016732,0.7651114985298326,2087.5067897881586,490.3313416621401,18.922196764943955,52.64745023254538,28.430353002510667,2.9128939952449864,10.545075388604591,0,0,0,东部,1,0,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,130127,1,0,1,2010.0,,2010.0,,9.995656440007505,21931.0,7.844700789887038,6.479091007749968,0.25522499688369965,0.7447750031163003,2552.1739130434785,651.3785790031814,19.280427007959922,51.22358719954598,29.495985792494096,2.937043277205311,11.774519444811373,0,0,0,东部,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,130127,1,0,1,2010.0,,2010.0,,,,8.060549913872338,6.729487992516223,0.26419655631752925,0.7358034436824707,3167.03125,836.71875,16.11256290247505,58.43708652961593,25.45035056790902,2.954910279033736,11.143221559651522,0,0,0,东部,1,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,130127,1,0,1,2010.0,,2010.0,,,,8.241664940421966,6.965926421060183,0.27922467922467925,0.7207753207753207,3795.854922279793,1059.896373056995,16.546882463370473,58.82591909051814,24.62719844611139,2.9601050959108397,11.62560044179186,0,0,0,东部,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,130127,1,0,1,2010.0,,2010.0,,,,8.36245909287454,7.3461086528738795,0.361913357400722,0.6380866425992779,4283.214649033571,1550.1525940996949,16.88065271013851,59.106950856998296,24.0123964328632,2.9785861147190205,11.835360754467706,0,0,0,东部,1,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,130127,1,0,1,2010.0,,2010.0,,,,8.53405030848266,7.476245854942527,0.3472173058013766,0.6527826941986234,5085.0,1765.6,14.62748583174543,58.76827708073803,26.60423708751654,2.995732273553991,13.156005386588637,0,0,0,东部,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,130127,1,0,1,2010.0,,2010.0,,,,8.625706731065469,7.554910875691089,0.34273564084620767,0.6572643591537923,5573.1,1910.1,14.964251510351101,57.826660482710025,27.20908800693888,2.995732273553991,13.427457972184243,0,0,0,东部,1,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,130127,1,0,1,2010.0,,2010.0,,,,8.676609486631286,7.656632537150624,0.3606032521695172,0.6393967478304827,5864.13043478261,2114.624505928854,14.725291172308697,56.72111407423534,28.553594753455968,3.0076608444192647,13.457648488806647,0,0,0,东部,1,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,130127,1,0,1,2010.0,,2010.0,,,,8.873230718110541,7.822214813407675,0.3495824262237788,0.6504175737762212,7138.305613305614,2495.4261954261956,12.94288297922713,54.43099519684394,32.62612182392893,2.9569914452375605,15.861270901928537,0,0,0,东部,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
