county_code,D2,cate,cate_lower,cate_upper
140429,1,-0.008065915909665988,-0.041753832647966706,0.025622000828634722
140430,0,-0.006453370944666192,-0.023363489812730925,0.010456747923398537
140431,0,-0.05411168070342803,-0.11188798400040609,0.003664622593550014
140521,0,-0.043270344551115,-0.10052888401024924,0.013988194908019225
140522,0,-0.058391382333405184,-0.10277423968763748,-0.014008524979172897
140524,0,-0.009795720995745993,-0.03472939336136661,0.015137951369874617
140525,0,-0.031854543262620966,-0.05964333744265944,-0.0040657490825825
140581,0,-0.04726134990269337,-0.09650926177928922,0.0019865619739024634
140621,0,-0.04453583528651284,-0.08698061311797695,-0.002091057455048735
140622,0,-0.025466488736559045,-0.0437957189088305,-0.007137258564287593
140623,1,-0.01654410613380103,-0.041434975137605703,0.00834676287000364
140681,0,-0.03867035586697107,-0.07253148486781844,-0.0048092268661237
140721,0,-0.0429786610821164,-0.10044322649947293,0.014485904335240121
140722,1,-0.03061338265808483,-0.07844825259633442,0.01722148728016474
140723,1,-0.023435249716950157,-0.06070860530064552,0.0138381058667452
140724,0,-0.009569615122909048,-0.03480555040637635,0.015666320160558248
140725,0,-0.023600806532878493,-0.04947115661772138,0.002269543551964393
140727,0,-0.006169308220963732,-0.03159932510143957,0.019260708659512103
140728,0,-0.005999285616418437,-0.02881593537716432,0.016817364144327444
140729,0,-0.06273169110220261,-0.11220137685535711,-0.013262005349048124
140781,1,-0.06003604323070638,-0.11777490620499144,-0.0022971802564213384
140821,0,-0.01729559059831204,-0.03015377516987829,-0.004437406026745791
140822,0,-0.028106331453201683,-0.050686624933230555,-0.005526037973172814
140823,0,-0.03904917713211445,-0.0711820226732886,-0.006916331590940308
140824,0,-0.021899384004911093,-0.051947168236360364,0.008148400226538167
140825,0,-0.011623900876550797,-0.044968962486398374,0.021721160733296774
140827,0,-0.04668276697169582,-0.10464413651778462,0.011278602574392962
140828,0,-0.030143932869253154,-0.05128527627909508,-0.009002589459411233
140829,1,-0.029398132919120135,-0.07273011281675039,0.013933846978510113
140830,0,-0.019637652828177754,-0.03825903606209552,-0.0010162695942599886
140881,1,-0.04860163159488151,-0.08432895331618923,-0.012874309873573811
140882,0,-0.06348749098822978,-0.08994817004057018,-0.03702681193588939
140921,0,-0.021560709766989927,-0.04037174341518913,-0.0027496761187907302
140922,1,-0.029142477176939796,-0.05737859265265009,-0.0009063617012294994
140923,1,-0.014773395464893146,-0.057363709225271016,0.02781691829548471
140924,1,-0.023542467174566373,-0.07619322820285515,0.0291082938537224
140925,1,-0.033569389294472896,-0.08143079868476694,0.014292020095821131
140926,1,-0.038956381038839694,-0.08327815091234575,0.005365388834666356
140927,1,-0.012506840051810686,-0.058891322617443675,0.03387764251382229
140928,1,-0.02347194225761573,-0.05585303133587984,0.008909146820648368
140929,1,-0.017879575698957206,-0.04679581801584191,0.011036666617927487
140930,1,-0.040430837341210724,-0.07816008135160578,-0.0027015933308156756
140931,1,-0.06355951160072149,-0.11785700079602893,-0.009262022405414058
140932,1,-0.05645856884957462,-0.15177546650516646,0.03885832880601721
140981,1,-0.037299291197454065,-0.06299612866447132,-0.011602453730436807
141021,0,-0.03702270054121387,-0.05555409117365852,-0.01849130990876923
141022,0,-0.025739552240578445,-0.07102099275165497,0.01954188827049807
141023,0,-0.03275285756089358,-0.05860553680619311,-0.006900178315594044
141024,0,-0.03196922740646693,-0.05846610430663102,-0.005472350506302855
