year,county_code,D1,D2,gdp_growth_pc,ln_fiscal_exp_pc,fiscal_autonomy,primary_ratio,secondary_ratio,ln_pop,gov_scale,region,gdp_growth_pc_w,D2_w,D1_w,fiscal_autonomy_w,ln_fiscal_exp_pc_w,primary_ratio_w,secondary_ratio_w,ln_pop_w,gov_scale_w
2007,130125,0,0,21.03884766477521,6.891481661759347,0.2397487641200774,21.75156953732769,55.99307356353214,3.750914845033389,7.143612665483827,东部,2.880100014193108,-0.47714021361756476,0.05752621834941635,0.004401651376301692,-0.05659141595128373,-5.37179605517051,8.322030652837745,-0.007859673165857117,-1.7809445811956093
2008,130125,0,0,23.77930039668229,7.230357437345236,0.2069415405201974,20.85415812635231,61.31217235734394,3.768152635008444,8.115221622854287,东部,5.169359531532421,-0.478806764457796,0.022925093658253178,-0.015673175144248354,-0.002144117587526729,-5.307252287722979,12.288812312186728,0.0008761155106873335,-4.07412171711507
2009,130125,0,1,12.51019694674281,7.394572907689903,0.223446402822304,17.70501944669536,62.63611804679203,3.781914320081126,8.400948871715318,东部,2.086738486703988,0.4143039773030114,0.002716451644393927,0.011158392236414766,-0.06764350891235126,-7.039549736286456,13.970528597808414,0.0058237269405766075,-6.485536460639553
2010,130125,0,1,3.081464601999068,7.483772447301888,0.1702950281129572,20.79434923312483,57.1261476415164,3.79526444481795,8.99641825586907,东部,-16.725846039151158,0.3410828137319374,0.0021880061581039095,-0.048063640150927255,-0.19064934129300162,-3.0479922941495627,6.698284786645356,0.006495092651682732,-7.151420545195981
2021,130125,0,1,8.876013190741826,8.960354008794717,0.2236032190303488,33.60407824956233,17.13377090748911,3.819907716520341,26.83306271434497,东部,-2.311936333440567,0.28175914189523515,-0.08324901596541086,-0.009405301227821353,0.20979570996246064,14.005730065010177,-25.234148464727152,0.009636521002449685,11.542159497183295
2022,130125,0,1,12.91929685509667,8.981617395689138,0.2430886292343232,32.89762623268847,18.5667807296438,3.80666248977032,24.11468718003988,东部,8.305359159189186,0.27424524130656325,-0.08129530121055921,0.018725882270444354,0.1622368072796766,13.206476506418598,-24.11893385444914,-0.002300479507433667,8.682026453294418
2006,130126,0,0,14.90799459403264,6.820801804195702,0.2484280006948063,15.06621562435168,58.29827574283672,3.446807892914208,8.294241718724788,东部,0.07405740814183953,-0.21258705321423704,0.07918854739568931,0.007274052431077407,-0.013820539646688789,-8.601772824933743,11.206581451191445,-0.021158127546198342,0.22811293848546657
2007,130126,0,0,25.35963086944721,7.134403220646439,0.2290292649898438,18.10963366356989,58.07929789134403,3.459151774922711,9.109183652490938,东部,6.103488593352585,-0.3342830707604218,0.05752621834941635,-0.004438572578887665,0.027515031415706454,-4.670520412512732,9.486691822026554,-0.017247842021467712,-0.5546664283329286
2008,130126,0,0,23.12355658198614,7.308749440745535,0.217596050120322,17.30696395343093,60.85852348305622,3.474447843401748,8.819800088922555,东部,3.41622109132375,-0.33594962160065317,0.022925093658253178,-0.0031393903690795136,-0.08256722570733004,-4.511234944228782,10.913600279275931,-0.010453774840941711,-4.10883608519123
2009,130126,0,0,7.116060961313013,7.496324110525618,0.1908930210422545,15.65098096716402,58.63404472623761,3.486151087542319,9.915681149014988,东部,-4.404792124238326,-0.44283887983984577,0.002716451644393927,-0.0195157143685905,-0.12470741759673766,-4.750376699402219,9.046892118630923,-0.007564604343163156,-5.710097017484311
2010,130126,0,1,10.38634124986319,7.787689063245404,0.1501628542548014,16.80590974400638,56.43971022996547,3.503753969987248,12.05614858612985,东部,-10.518364016799561,0.48393995658908023,0.0021880061581039095,-0.06631653883403883,-0.045547836869587716,-2.6932202668524368,5.090284216471352,-0.002640480923952179,-4.830983049079628
2021,130126,0,1,11.51886120996441,9.04590910733772,0.2597387332930352,27.53621277244574,20.58739898542423,3.55820113047182,24.54267852948328,东部,-0.7664829397305052,0.424616284752378,-0.08324901596541086,0.02860948820990928,0.1365356969853611,12.281076104309165,-22.70208354541511,0.03030483620899576,8.512482478177176
2022,130126,0,1,11.80720430931046,9.08078799134884,0.2800101472984444,28.29398725347504,20.56531140053492,3.555348061489414,22.63594072431535,东部,6.095871987890461,0.4171023841637061,-0.08129530121055921,0.057526675509609826,0.10259229141927664,12.946049043620748,-23.041966342181095,0.028759993466727342,6.463987163425455
2006,130127,0,0,12.61627506373596,6.824927771950445,0.3254139225703207,21.90784183234895,50.41767185203672,2.870735783379306,5.631464381776336,东部,0.5712661776072634,-0.204366837871013,0.08016943895398979,0.01043077737946107,-0.1103851972303926,-2.4512345953763655,5.622787539875691,-0.030473819100708788,-3.528157399111746
2007,130127,0,0,6.638521781693588,7.11717174768991,0.2764802481525409,18.49198380566802,52.71319838056681,2.878074230085759,7.100242914979757,东部,-9.828692194638933,-0.3260628554171978,0.0585071099077168,-0.030816786343321304,-0.09040706687926844,-4.979258248854498,6.4174022907335795,-0.03156896887802828,-3.657100166492871
2008,130127,0,0,15.21028171438407,7.409468716129151,0.2310448760884126,17.45663134210197,54.37214405755636,2.89480635496403,8.294559646661758,东部,-1.7081254765162166,-0.3277294062574291,0.023905985216553634,-0.06351976132811964,-0.08253857566216,-5.052655533997636,6.724030833260331,-0.0233388452982681,-5.727569528100789
2021,130127,0,1,9.946949602122016,9.083642718930223,0.3647444965696169,21.72383678928397,31.81869908615604,3.010620886047742,22.8675802122798,东部,0.4505337521892047,0.4328365000956021,-0.08226812440711039,0.059786054559360216,0.07357868323941909,5.777612142707497,-9.173973465199053,0.049481009765309426,5.7438911603249325
2022,130127,0,1,13.43742176297881,9.288638481800412,0.320432384448585,22.74456242381519,31.72022056456122,2.995732273553991,24.43438249491913,东部,10.515017741320909,0.4253225995069302,-0.08031440965225874,0.024119715732619652,0.20975215653240195,6.705536235521001,-9.59024719867055,0.03590062351169574,7.1689359333804745
2006,130128,0,0,16.048828650929,6.701648254287718,0.3678751358292996,21.25828184016828,54.82340278210761,3.214064267870979,6.643848877541979,东部,1.6873270821825375,-0.35544419607138,0.07918854739568931,0.014638276048665194,0.007183822956666136,-2.122003582132675,3.8882438976400593,0.01519441671150063,0.12111689470959128
2007,130128,0,0,13.75976486967283,6.909872189085084,0.3495591110401787,19.6963254893624,57.03259145394188,3.219275744889528,6.830904918425973,东部,-5.023941789277455,-0.47714021361756476,0.05752621834941635,0.004008361954541771,-0.05685808763430898,-2.796125559735755,4.596520791802133,0.011972297246276891,-1.2895483649909614
